age,year,value,sex,type
51,2016,1622,Male,deaths
52,2016,1776,Male,deaths
53,2016,1832,Male,deaths
54,2016,1927,Male,deaths
55,2016,2195,Male,deaths
56,2016,2243,Male,deaths
57,2016,2275,Male,deaths
58,2016,2488,Male,deaths
59,2016,2718,Male,deaths
60,2016,2883,Male,deaths
61,2016,3067,Male,deaths
62,2016,3268,Male,deaths
63,2016,3605,Male,deaths
64,2016,3767,Male,deaths
65,2016,4169,Male,deaths
66,2016,4619,Male,deaths
67,2016,4996,Male,deaths
68,2016,5808,Male,deaths
69,2016,6642,Male,deaths
70,2016,5844,Male,deaths
71,2016,6290,Male,deaths
72,2016,6651,Male,deaths
73,2016,6763,Male,deaths
74,2016,6776,Male,deaths
75,2016,6901,Male,deaths
76,2016,7520,Male,deaths
77,2016,8261,Male,deaths
78,2016,8748,Male,deaths
79,2016,9012,Male,deaths
80,2016,9296,Male,deaths
81,2016,9586,Male,deaths
82,2016,9687,Male,deaths
83,2016,10048,Male,deaths
84,2016,10448,Male,deaths
85,2016,10433,Male,deaths
86,2016,10079,Male,deaths
87,2016,9528,Male,deaths
88,2016,9064,Male,deaths
89,2016,8539,Male,deaths
90,2016,7981,Male,deaths
91,2016,6875,Male,deaths
92,2016,5888,Male,deaths
93,2016,5106,Male,deaths
94,2016,4243,Male,deaths
95,2016,3491,Male,deaths
96,2016,2612,Male,deaths
97,2016,1346,Male,deaths
98,2016,867,Male,deaths
99,2016,625,Male,deaths
100,2016,488,Male,deaths
101,2016,278,Male,deaths
102,2016,173,Male,deaths
103,2016,101,Male,deaths
104,2016,57,Male,deaths
0,2017,1664,Male,deaths
1,2017,98,Male,deaths
2,2017,58,Male,deaths
3,2017,47,Male,deaths
4,2017,47,Male,deaths
5,2017,41,Male,deaths
6,2017,31,Male,deaths
7,2017,33,Male,deaths
8,2017,33,Male,deaths
9,2017,34,Male,deaths
10,2017,24,Male,deaths
11,2017,30,Male,deaths
12,2017,39,Male,deaths
13,2017,46,Male,deaths
14,2017,40,Male,deaths
15,2017,65,Male,deaths
16,2017,88,Male,deaths
17,2017,118,Male,deaths
18,2017,148,Male,deaths
19,2017,169,Male,deaths
20,2017,194,Male,deaths
21,2017,193,Male,deaths
22,2017,197,Male,deaths
23,2017,215,Male,deaths
24,2017,218,Male,deaths
25,2017,267,Male,deaths
26,2017,253,Male,deaths
27,2017,278,Male,deaths
28,2017,306,Male,deaths
29,2017,303,Male,deaths
30,2017,316,Male,deaths
31,2017,347,Male,deaths
32,2017,385,Male,deaths
33,2017,370,Male,deaths
34,2017,414,Male,deaths
35,2017,451,Male,deaths
36,2017,530,Male,deaths
37,2017,554,Male,deaths
38,2017,511,Male,deaths
39,2017,569,Male,deaths
40,2017,562,Male,deaths
41,2017,699,Male,deaths
42,2017,721,Male,deaths
43,2017,833,Male,deaths
44,2017,831,Male,deaths
45,2017,995,Male,deaths
46,2017,1076,Male,deaths
47,2017,1232,Male,deaths
48,2017,1312,Male,deaths
49,2017,1473,Male,deaths
50,2017,1525,Male,deaths
51,2017,1638,Male,deaths
52,2017,1829,Male,deaths
53,2017,1785,Male,deaths
54,2017,2011,Male,deaths
55,2017,2073,Male,deaths
56,2017,2312,Male,deaths
57,2017,2423,Male,deaths
58,2017,2537,Male,deaths
59,2017,2745,Male,deaths
60,2017,2929,Male,deaths
61,2017,3024,Male,deaths
62,2017,3216,Male,deaths
63,2017,3551,Male,deaths
64,2017,3873,Male,deaths
65,2017,3946,Male,deaths
66,2017,4494,Male,deaths
67,2017,4926,Male,deaths
68,2017,5376,Male,deaths
69,2017,6111,Male,deaths
70,2017,6946,Male,deaths
71,2017,6122,Male,deaths
72,2017,6696,Male,deaths
73,2017,7254,Male,deaths
74,2017,7416,Male,deaths
75,2017,7327,Male,deaths
76,2017,7440,Male,deaths
77,2017,8030,Male,deaths
78,2017,8728,Male,deaths
79,2017,9281,Male,deaths
80,2017,9592,Male,deaths
81,2017,9846,Male,deaths
82,2017,10068,Male,deaths
83,2017,10194,Male,deaths
84,2017,10313,Male,deaths
85,2017,10521,Male,deaths
86,2017,10538,Male,deaths
87,2017,10196,Male,deaths
88,2017,9417,Male,deaths
89,2017,8635,Male,deaths
90,2017,8154,Male,deaths
91,2017,7445,Male,deaths
92,2017,6343,Male,deaths
93,2017,5182,Male,deaths
94,2017,4219,Male,deaths
95,2017,3578,Male,deaths
96,2017,2849,Male,deaths
97,2017,2011,Male,deaths
98,2017,945,Male,deaths
99,2017,671,Male,deaths
100,2017,436,Male,deaths
101,2017,273,Male,deaths
102,2017,204,Male,deaths
103,2017,85,Male,deaths
104,2017,52,Male,deaths
0,2018,1570,Male,deaths
1,2018,100,Male,deaths
2,2018,48,Male,deaths
3,2018,43,Male,deaths
4,2018,44,Male,deaths
5,2018,33,Male,deaths
6,2018,41,Male,deaths
7,2018,33,Male,deaths
8,2018,31,Male,deaths
9,2018,17,Male,deaths
10,2018,39,Male,deaths
11,2018,39,Male,deaths
12,2018,39,Male,deaths
13,2018,46,Male,deaths
14,2018,54,Male,deaths
15,2018,76,Male,deaths
16,2018,83,Male,deaths
17,2018,129,Male,deaths
18,2018,174,Male,deaths
19,2018,197,Male,deaths
20,2018,210,Male,deaths
21,2018,231,Male,deaths
22,2018,221,Male,deaths
23,2018,227,Male,deaths
24,2018,257,Male,deaths
25,2018,266,Male,deaths
26,2018,279,Male,deaths
27,2018,281,Male,deaths
28,2018,331,Male,deaths
29,2018,355,Male,deaths
30,2018,355,Male,deaths
31,2018,394,Male,deaths
32,2018,350,Male,deaths
33,2018,433,Male,deaths
34,2018,432,Male,deaths
35,2018,468,Male,deaths
36,2018,498,Male,deaths
37,2018,592,Male,deaths
38,2018,551,Male,deaths
39,2018,576,Male,deaths
40,2018,629,Male,deaths
41,2018,641,Male,deaths
42,2018,770,Male,deaths
43,2018,833,Male,deaths
44,2018,891,Male,deaths
45,2018,1027,Male,deaths
46,2018,1151,Male,deaths
47,2018,1217,Male,deaths
48,2018,1285,Male,deaths
49,2018,1472,Male,deaths
50,2018,1550,Male,deaths
51,2018,1671,Male,deaths
52,2018,1830,Male,deaths
53,2018,2000,Male,deaths
54,2018,2065,Male,deaths
55,2018,2189,Male,deaths
56,2018,2329,Male,deaths
57,2018,2563,Male,deaths
58,2018,2691,Male,deaths
59,2018,2740,Male,deaths
60,2018,2931,Male,deaths
61,2018,3170,Male,deaths
62,2018,3304,Male,deaths
63,2018,3602,Male,deaths
64,2018,3666,Male,deaths
65,2018,4102,Male,deaths
66,2018,4380,Male,deaths
67,2018,4681,Male,deaths
68,2018,5296,Male,deaths
69,2018,5992,Male,deaths
70,2018,6664,Male,deaths
71,2018,7536,Male,deaths
72,2018,6581,Male,deaths
73,2018,7213,Male,deaths
74,2018,7690,Male,deaths
75,2018,7907,Male,deaths
76,2018,7710,Male,deaths
77,2018,7844,Male,deaths
78,2018,8564,Male,deaths
79,2018,9202,Male,deaths
80,2018,9770,Male,deaths
81,2018,10126,Male,deaths
82,2018,10119,Male,deaths
83,2018,10437,Male,deaths
84,2018,10349,Male,deaths
85,2018,10317,Male,deaths
86,2018,10730,Male,deaths
87,2018,10337,Male,deaths
88,2018,9893,Male,deaths
89,2018,9268,Male,deaths
90,2018,8208,Male,deaths
91,2018,7370,Male,deaths
92,2018,6522,Male,deaths
93,2018,5341,Male,deaths
94,2018,4398,Male,deaths
95,2018,3427,Male,deaths
96,2018,2767,Male,deaths
97,2018,2078,Male,deaths
98,2018,1423,Male,deaths
99,2018,696,Male,deaths
100,2018,418,Male,deaths
101,2018,269,Male,deaths
102,2018,165,Male,deaths
103,2018,111,Male,deaths
104,2018,64,Male,deaths
0,1961,8838,Female,deaths
1,1961,550,Female,deaths
2,1961,347,Female,deaths
3,1961,267,Female,deaths
4,1961,187,Female,deaths
5,1961,158,Female,deaths
